,FQ1,FQ2,ID,LB,SM,PL,RUN
Princeton-ECA32_c03b2ab-QX1793,Princeton-ECA32_c03b2ab-QX1793-paired-1.fq.gz,Princeton-ECA32_c03b2ab-QX1793-paired-2.fq.gz,Princeton-ECA32_c03b2ab-QX1793,ECA32_c03b2ab,QX1793,,
BGI1-RET2-QX1794,BGI1-RET2-QX1794-paired-1.fq.gz,BGI1-RET2-QX1794-paired-2.fq.gz,BGI1-RET2-QX1794,RET2,QX1794,,
BGI2-RET2-QX1794,BGI2-RET2-QX1794-paired-1.fq.gz,BGI2-RET2-QX1794-paired-2.fq.gz,BGI2-RET2-QX1794,RET2,QX1794,,
BGI3-RET2b-QX1794,BGI3-RET2b-QX1794-paired-1.fq.gz,BGI3-RET2b-QX1794-paired-2.fq.gz,BGI3-RET2b-QX1794,RET2b,QX1794,,
BGI1-RET5-RC301,BGI1-RET5-RC301-paired-1.fq.gz,BGI1-RET5-RC301-paired-2.fq.gz,BGI1-RET5-RC301,RET5,RC301,,
BGI2-RET5-RC301,BGI2-RET5-RC301-paired-1.fq.gz,BGI2-RET5-RC301-paired-2.fq.gz,BGI2-RET5-RC301,RET5,RC301,,
BGI3-RET5a-RC301,BGI3-RET5a-RC301-paired-1.fq.gz,BGI3-RET5a-RC301-paired-2.fq.gz,BGI3-RET5a-RC301,RET5a,RC301,,
Rockman076-R076.3-RC301,Rockman076-R076.3-RC301-paired-1.fq.gz,Rockman076-R076.3-RC301-paired-2.fq.gz,Rockman076-R076.3-RC301,R076.3,RC301,,
MMP-7028LAB_5-PX174,MMP-7028LAB_5-PX174-paired-1.fq.gz,MMP-7028LAB_5-PX174-paired-2.fq.gz,MMP-7028LAB_5-PX174,7028LAB_5,RC301,,
MMP-B00B7AB_3-PX174,MMP-B00B7AB_3-PX174-paired-1.fq.gz,MMP-B00B7AB_3-PX174-paired-2.fq.gz,MMP-B00B7AB_3-PX174,B00B7AB_3,RC301,,
MMP-C02D1AC_1-PX174,MMP-C02D1AC_1-PX174-paired-1.fq.gz,MMP-C02D1AC_1-PX174-paired-2.fq.gz,MMP-C02D1AC_1-PX174,C02D1AC_1,RC301,,
MMP-D09NFAC_4-PX174,MMP-D09NFAC_4-PX174-paired-1.fq.gz,MMP-D09NFAC_4-PX174-paired-2.fq.gz,MMP-D09NFAC_4-PX174,D09NFAC_4,RC301,,
MMP-D0A7EAC_1-PX174,MMP-D0A7EAC_1-PX174-paired-1.fq.gz,MMP-D0A7EAC_1-PX174-paired-2.fq.gz,MMP-D0A7EAC_1-PX174,D0A7EAC_1,RC301,,
Princeton-ECA38_c099uac-RC301,Princeton-ECA38_c099uac-RC301-paired-1.fq.gz,Princeton-ECA38_c099uac-RC301-paired-2.fq.gz,Princeton-ECA38_c099uac-RC301,ECA38_c099uac,RC301,,
Princeton-ECA38_d0mbhac-RC301,Princeton-ECA38_d0mbhac-RC301-paired-1.fq.gz,Princeton-ECA38_d0mbhac-RC301-paired-2.fq.gz,Princeton-ECA38_d0mbhac-RC301,ECA38_d0mbhac,RC301,,
Rockman076-R076.4-JU319,Rockman076-R076.4-JU319-paired-1.fq.gz,Rockman076-R076.4-JU319-paired-2.fq.gz,Rockman076-R076.4-JU319,R076.4,RC301,,
Rockman083-R083.8-PX174,Rockman083-R083.8-PX174-paired-1.fq.gz,Rockman083-R083.8-PX174-paired-2.fq.gz,Rockman083-R083.8-PX174,R083.8,RC301,,
BGI1-RET6-WN2001,BGI1-RET6-WN2001-paired-1.fq.gz,BGI1-RET6-WN2001-paired-2.fq.gz,BGI1-RET6-WN2001,RET6,WN2001,,
BGI2-RET6-WN2001,BGI2-RET6-WN2001-paired-1.fq.gz,BGI2-RET6-WN2001-paired-2.fq.gz,BGI2-RET6-WN2001,RET6,WN2001,,
BGI3-RET6b-WN2001,BGI3-RET6b-WN2001-paired-1.fq.gz,BGI3-RET6b-WN2001-paired-2.fq.gz,BGI3-RET6b-WN2001,RET6b,WN2001,,
BGI1-RET7-WN2010,BGI1-RET7-WN2010-paired-1.fq.gz,BGI1-RET7-WN2010-paired-2.fq.gz,BGI1-RET7-WN2010,RET7,WN2001,,
BGI2-RET7-WN2010,BGI2-RET7-WN2010-paired-1.fq.gz,BGI2-RET7-WN2010-paired-2.fq.gz,BGI2-RET7-WN2010,RET7,WN2001,,
BGI3-RET7b-WN2010,BGI3-RET7b-WN2010-paired-1.fq.gz,BGI3-RET7b-WN2010-paired-2.fq.gz,BGI3-RET7b-WN2010,RET7b,WN2001,,
BGI1-RET5-WN2011,BGI1-RET5-WN2011-paired-1.fq.gz,BGI1-RET5-WN2011-paired-2.fq.gz,BGI1-RET5-WN2011,RET5,WN2001,,
BGI2-RET5-WN2011,BGI2-RET5-WN2011-paired-1.fq.gz,BGI2-RET5-WN2011-paired-2.fq.gz,BGI2-RET5-WN2011,RET5,WN2001,,
BGI3-RET5b-WN2011,BGI3-RET5b-WN2011-paired-1.fq.gz,BGI3-RET5b-WN2011-paired-2.fq.gz,BGI3-RET5b-WN2011,RET5b,WN2001,,
BGI1-RET7-WN2013,BGI1-RET7-WN2013-paired-1.fq.gz,BGI1-RET7-WN2013-paired-2.fq.gz,BGI1-RET7-WN2013,RET7,WN2001,,
BGI2-RET7-WN2013,BGI2-RET7-WN2013-paired-1.fq.gz,BGI2-RET7-WN2013-paired-2.fq.gz,BGI2-RET7-WN2013,RET7,WN2001,,
BGI3-RET7b-WN2013,BGI3-RET7b-WN2013-paired-1.fq.gz,BGI3-RET7b-WN2013-paired-2.fq.gz,BGI3-RET7b-WN2013,RET7b,WN2001,,
BGI1-RET4-WN2014,BGI1-RET4-WN2014-paired-1.fq.gz,BGI1-RET4-WN2014-paired-2.fq.gz,BGI1-RET4-WN2014,RET4,WN2001,,
BGI2-RET4-WN2014,BGI2-RET4-WN2014-paired-1.fq.gz,BGI2-RET4-WN2014-paired-2.fq.gz,BGI2-RET4-WN2014,RET4,WN2001,,
BGI3-RET4b-WN2014,BGI3-RET4b-WN2014-paired-1.fq.gz,BGI3-RET4b-WN2014-paired-2.fq.gz,BGI3-RET4b-WN2014,RET4b,WN2001,,
BGI1-RET7-WN2016,BGI1-RET7-WN2016-paired-1.fq.gz,BGI1-RET7-WN2016-paired-2.fq.gz,BGI1-RET7-WN2016,RET7,WN2001,,
BGI2-RET7-WN2016,BGI2-RET7-WN2016-paired-1.fq.gz,BGI2-RET7-WN2016-paired-2.fq.gz,BGI2-RET7-WN2016,RET7,WN2001,,
BGI3-RET7b-WN2016,BGI3-RET7b-WN2016-paired-1.fq.gz,BGI3-RET7b-WN2016-paired-2.fq.gz,BGI3-RET7b-WN2016,RET7b,WN2001,,
BGI1-RET6-WN2017,BGI1-RET6-WN2017-paired-1.fq.gz,BGI1-RET6-WN2017-paired-2.fq.gz,BGI1-RET6-WN2017,RET6,WN2001,,
BGI2-RET6-WN2017,BGI2-RET6-WN2017-paired-1.fq.gz,BGI2-RET6-WN2017-paired-2.fq.gz,BGI2-RET6-WN2017,RET6,WN2001,,
BGI3-RET6b-WN2017,BGI3-RET6b-WN2017-paired-1.fq.gz,BGI3-RET6b-WN2017-paired-2.fq.gz,BGI3-RET6b-WN2017,RET6b,WN2001,,
BGI1-RET5-WN2018,BGI1-RET5-WN2018-paired-1.fq.gz,BGI1-RET5-WN2018-paired-2.fq.gz,BGI1-RET5-WN2018,RET5,WN2001,,
BGI2-RET5-WN2018,BGI2-RET5-WN2018-paired-1.fq.gz,BGI2-RET5-WN2018-paired-2.fq.gz,BGI2-RET5-WN2018,RET5,WN2001,,
BGI3-RET5b-WN2018,BGI3-RET5b-WN2018-paired-1.fq.gz,BGI3-RET5b-WN2018-paired-2.fq.gz,BGI3-RET5b-WN2018,RET5b,WN2001,,
BGI1-RET7-WN2019,BGI1-RET7-WN2019-paired-1.fq.gz,BGI1-RET7-WN2019-paired-2.fq.gz,BGI1-RET7-WN2019,RET7,WN2001,,
BGI2-RET7-WN2019,BGI2-RET7-WN2019-paired-1.fq.gz,BGI2-RET7-WN2019-paired-2.fq.gz,BGI2-RET7-WN2019,RET7,WN2001,,
BGI3-RET7b-WN2019,BGI3-RET7b-WN2019-paired-1.fq.gz,BGI3-RET7b-WN2019-paired-2.fq.gz,BGI3-RET7b-WN2019,RET7b,WN2001,,
BGI1-RET7-WN2020,BGI1-RET7-WN2020-paired-1.fq.gz,BGI1-RET7-WN2020-paired-2.fq.gz,BGI1-RET7-WN2020,RET7,WN2001,,
BGI2-RET7-WN2020,BGI2-RET7-WN2020-paired-1.fq.gz,BGI2-RET7-WN2020-paired-2.fq.gz,BGI2-RET7-WN2020,RET7,WN2001,,
BGI3-RET7b-WN2020,BGI3-RET7b-WN2020-paired-1.fq.gz,BGI3-RET7b-WN2020-paired-2.fq.gz,BGI3-RET7b-WN2020,RET7b,WN2001,,
BGI3-RET1b-WN2021,BGI3-RET1b-WN2021-paired-1.fq.gz,BGI3-RET1b-WN2021-paired-2.fq.gz,BGI3-RET1b-WN2021,RET1b,WN2001,,
Princeton-ECA30_c02hkac-WN2001,Princeton-ECA30_c02hkac-WN2001-paired-1.fq.gz,Princeton-ECA30_c02hkac-WN2001-paired-2.fq.gz,Princeton-ECA30_c02hkac-WN2001,ECA30_c02hkac,WN2001,,
Princeton-ECA30_c03b2ab-WN2001,Princeton-ECA30_c03b2ab-WN2001-paired-1.fq.gz,Princeton-ECA30_c03b2ab-WN2001-paired-2.fq.gz,Princeton-ECA30_c03b2ab-WN2001,ECA30_c03b2ab,WN2001,,
BGI1-RET5-WN2002,BGI1-RET5-WN2002-paired-1.fq.gz,BGI1-RET5-WN2002-paired-2.fq.gz,BGI1-RET5-WN2002,RET5,WN2002,,
BGI2-RET5-WN2002,BGI2-RET5-WN2002-paired-1.fq.gz,BGI2-RET5-WN2002-paired-2.fq.gz,BGI2-RET5-WN2002,RET5,WN2002,,
BGI3-RET5b-WN2002,BGI3-RET5b-WN2002-paired-1.fq.gz,BGI3-RET5b-WN2002-paired-2.fq.gz,BGI3-RET5b-WN2002,RET5b,WN2002,,
Princeton-ECA34Pool_c099uac-AB4,Princeton-ECA34Pool_c099uac-AB4-paired-1.fq.gz,Princeton-ECA34Pool_c099uac-AB4-paired-2.fq.gz,Princeton-ECA34Pool_c099uac-AB4,ECA34Pool_c099uac,AB4,,
Princeton-ECA34_c045gab-AB4,Princeton-ECA34_c045gab-AB4-paired-1.fq.gz,Princeton-ECA34_c045gab-AB4-paired-2.fq.gz,Princeton-ECA34_c045gab-AB4,ECA34_c045gab,AB4,,
Princeton-ECA34Pool_d0mbhac-AB4,Princeton-ECA34Pool_d0mbhac-AB4-paired-1.fq.gz,Princeton-ECA34Pool_d0mbhac-AB4-paired-2.fq.gz,Princeton-ECA34Pool_d0mbhac-AB4,ECA34Pool_d0mbhac,AB4,,
Princeton-ECA44_47-CB4851,Princeton-ECA44_47-CB4851-paired-1.fq.gz,Princeton-ECA44_47-CB4851-paired-2.fq.gz,Princeton-ECA44_47-CB4851,ECA44_47,CB4851_CGC,,
Princeton-ECA34Pool_c099uac-CB4852,Princeton-ECA34Pool_c099uac-CB4852-paired-1.fq.gz,Princeton-ECA34Pool_c099uac-CB4852-paired-2.fq.gz,Princeton-ECA34Pool_c099uac-CB4852,ECA34Pool_c099uac,CB4852,,
Princeton-ECA34Pool_d0mbhac-CB4852,Princeton-ECA34Pool_d0mbhac-CB4852-paired-1.fq.gz,Princeton-ECA34Pool_d0mbhac-CB4852-paired-2.fq.gz,Princeton-ECA34Pool_d0mbhac-CB4852,ECA34Pool_d0mbhac,CB4852,,
Princeton-ECA34Pool_c099uac-CX11285,Princeton-ECA34Pool_c099uac-CX11285-paired-1.fq.gz,Princeton-ECA34Pool_c099uac-CX11285-paired-2.fq.gz,Princeton-ECA34Pool_c099uac-CX11285,ECA34Pool_c099uac,CX11285,,
Princeton-ECA34Pool_d0mbhac-CX11285,Princeton-ECA34Pool_d0mbhac-CX11285-paired-1.fq.gz,Princeton-ECA34Pool_d0mbhac-CX11285-paired-2.fq.gz,Princeton-ECA34Pool_d0mbhac-CX11285,ECA34Pool_d0mbhac,CX11285,,
Princeton-ECA34_c045gab-DL238,Princeton-ECA34_c045gab-DL238-paired-1.fq.gz,Princeton-ECA34_c045gab-DL238-paired-2.fq.gz,Princeton-ECA34_c045gab-DL238,ECA34_c045gab,DL238,,
Princeton-ECA37_d0ncdac-ED3012,Princeton-ECA37_d0ncdac-ED3012-paired-1.fq.gz,Princeton-ECA37_d0ncdac-ED3012-paired-2.fq.gz,Princeton-ECA37_d0ncdac-ED3012,ECA37_d0ncdac,ED3012,,
Princeton-ECA44_47-ED3017,Princeton-ECA44_47-ED3017-paired-1.fq.gz,Princeton-ECA44_47-ED3017-paired-2.fq.gz,Princeton-ECA44_47-ED3017,ECA44_47,ED3017,,
Princeton-ECA34Pool_c099uac-ED3040,Princeton-ECA34Pool_c099uac-ED3040-paired-1.fq.gz,Princeton-ECA34Pool_c099uac-ED3040-paired-2.fq.gz,Princeton-ECA34Pool_c099uac-ED3040,ECA34Pool_c099uac,ED3040,,
Princeton-ECA34Pool_d0mbhac-ED3040,Princeton-ECA34Pool_d0mbhac-ED3040-paired-1.fq.gz,Princeton-ECA34Pool_d0mbhac-ED3040-paired-2.fq.gz,Princeton-ECA34Pool_d0mbhac-ED3040,ECA34Pool_d0mbhac,ED3040,,
Princeton-ECA37_d0ncdac-ED3073,Princeton-ECA37_d0ncdac-ED3073-paired-1.fq.gz,Princeton-ECA37_d0ncdac-ED3073-paired-2.fq.gz,Princeton-ECA37_d0ncdac-ED3073,ECA37_d0ncdac,ED3073,,
Princeton-ECA44_47-ED3077,Princeton-ECA44_47-ED3077-paired-1.fq.gz,Princeton-ECA44_47-ED3077-paired-2.fq.gz,Princeton-ECA44_47-ED3077,ECA44_47,ED3077,,
Princeton-ECA37_d0ncdac-EG4724,Princeton-ECA37_d0ncdac-EG4724-paired-1.fq.gz,Princeton-ECA37_d0ncdac-EG4724-paired-2.fq.gz,Princeton-ECA37_d0ncdac-EG4724,ECA37_d0ncdac,EG4724,,
Princeton-ECA34Pool_c099uac-EG4946,Princeton-ECA34Pool_c099uac-EG4946-paired-1.fq.gz,Princeton-ECA34Pool_c099uac-EG4946-paired-2.fq.gz,Princeton-ECA34Pool_c099uac-EG4946,ECA34Pool_c099uac,EG4946,,
Princeton-ECA34Pool_d0mbhac-EG4946,Princeton-ECA34Pool_d0mbhac-EG4946-paired-1.fq.gz,Princeton-ECA34Pool_d0mbhac-EG4946-paired-2.fq.gz,Princeton-ECA34Pool_d0mbhac-EG4946,ECA34Pool_d0mbhac,EG4946,,
Princeton-ECA37_d0ncdac-JU1200,Princeton-ECA37_d0ncdac-JU1200-paired-1.fq.gz,Princeton-ECA37_d0ncdac-JU1200-paired-2.fq.gz,Princeton-ECA37_d0ncdac-JU1200,ECA37_d0ncdac,JU1200,,
Princeton-ECA33_c045gab-JU1400,Princeton-ECA33_c045gab-JU1400-paired-1.fq.gz,Princeton-ECA33_c045gab-JU1400-paired-2.fq.gz,Princeton-ECA33_c045gab-JU1400,ECA33_c045gab,JU1400,,
Princeton-EA68-JU1409,Princeton-EA68-JU1409-paired-1.fq.gz,Princeton-EA68-JU1409-paired-2.fq.gz,Princeton-EA68-JU1409,EA68,JU1409,,
Princeton-ECA34Pool_c099uac-JU1580,Princeton-ECA34Pool_c099uac-JU1580-paired-1.fq.gz,Princeton-ECA34Pool_c099uac-JU1580-paired-2.fq.gz,Princeton-ECA34Pool_c099uac-JU1580,ECA34Pool_c099uac,JU1580,,
Princeton-ECA34Pool_d0mbhac-JU1580,Princeton-ECA34Pool_d0mbhac-JU1580-paired-1.fq.gz,Princeton-ECA34Pool_d0mbhac-JU1580-paired-2.fq.gz,Princeton-ECA34Pool_d0mbhac-JU1580,ECA34Pool_d0mbhac,JU1580,,
Princeton-ECA34_c045gab-JU1896,Princeton-ECA34_c045gab-JU1896-paired-1.fq.gz,Princeton-ECA34_c045gab-JU1896-paired-2.fq.gz,Princeton-ECA34_c045gab-JU1896,ECA34_c045gab,JU1896,,
Princeton-ECA37_d0ncdac-JU310,Princeton-ECA37_d0ncdac-JU310-paired-1.fq.gz,Princeton-ECA37_d0ncdac-JU310-paired-2.fq.gz,Princeton-ECA37_d0ncdac-JU310,ECA37_d0ncdac,JU310,,
Princeton-ECA33_c045gab-JU346,Princeton-ECA33_c045gab-JU346-paired-1.fq.gz,Princeton-ECA33_c045gab-JU346-paired-2.fq.gz,Princeton-ECA33_c045gab-JU346,ECA33_c045gab,JU346,,
Princeton-ECA34_c045gab-JU360,Princeton-ECA34_c045gab-JU360-paired-1.fq.gz,Princeton-ECA34_c045gab-JU360-paired-2.fq.gz,Princeton-ECA34_c045gab-JU360,ECA34_c045gab,JU360,,
Princeton-ECA34_c045gab-JU360_2,Princeton-ECA34_c045gab-JU360_2-paired-1.fq.gz,Princeton-ECA34_c045gab-JU360_2-paired-2.fq.gz,Princeton-ECA34_c045gab-JU360_2,ECA34_c045gab,JU360,,
Princeton-ECA33_c045gab-JU440,Princeton-ECA33_c045gab-JU440-paired-1.fq.gz,Princeton-ECA33_c045gab-JU440-paired-2.fq.gz,Princeton-ECA33_c045gab-JU440,ECA33_c045gab,JU440,,
Princeton-ECA33_c045gab-JU775,Princeton-ECA33_c045gab-JU775-paired-1.fq.gz,Princeton-ECA33_c045gab-JU775-paired-2.fq.gz,Princeton-ECA33_c045gab-JU775,ECA33_c045gab,JU775,,
Princeton-ECA37_d0ncdac-JU782,Princeton-ECA37_d0ncdac-JU782-paired-1.fq.gz,Princeton-ECA37_d0ncdac-JU782-paired-2.fq.gz,Princeton-ECA37_d0ncdac-JU782,ECA37_d0ncdac,JU782,,
Princeton-ECA33_c045gab-LKC34,Princeton-ECA33_c045gab-LKC34-paired-1.fq.gz,Princeton-ECA33_c045gab-LKC34-paired-2.fq.gz,Princeton-ECA33_c045gab-LKC34,ECA33_c045gab,LKC34,,
Princeton-ECA34_c045gab-MY23,Princeton-ECA34_c045gab-MY23-paired-1.fq.gz,Princeton-ECA34_c045gab-MY23-paired-2.fq.gz,Princeton-ECA34_c045gab-MY23,ECA34_c045gab,MY23,,
Princeton-ECA33_c045gab-PB306,Princeton-ECA33_c045gab-PB306-paired-1.fq.gz,Princeton-ECA33_c045gab-PB306-paired-2.fq.gz,Princeton-ECA33_c045gab-PB306,ECA33_c045gab,PB306,,
Princeton-81771-QX1211,Princeton-81771-QX1211-paired-1.fq.gz,Princeton-81771-QX1211-paired-2.fq.gz,Princeton-81771-QX1211,81771,QX1211,,
