isolated_by,landscape,latitude,longitude,place,species,strain,substrate
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY379,rotten apple
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY380,rotten apple
Hinrich Schulenburg,,51.9521,7.5998,"farming museum in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY381,rotten apple
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY382,rotten apple
Hinrich Schulenburg,,51.9521,7.5998,"farming museum in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY383,rotten apple
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY384,upper/new layer of a compost heap
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY385,rotten apple
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY386,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY387,rotten apple
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY388,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY389,rotten apple
Hinrich Schulenburg,,51.9655,7.6092,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY390,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY391,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY392,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY393,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY394,rotten apple
Hinrich Schulenburg,,51.9521,7.5998,"farming museum in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY395,rotten apple
Hinrich Schulenburg,,51.9521,7.5998,"farming museum in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY396,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY397,rotten apple
Hinrich Schulenburg,,51.9648,7.611,"botanical garden in Muenster, Nordhrein-Westfalen, Germany",Caenorhabditis elegans,MY398,rotten apple
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY399,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY400,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY401,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY402,upper/new layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY403,upper/new layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY404,compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY405,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY406,compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY407,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY408,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY409,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY410,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY411,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY412,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY413,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY415,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY416,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY417,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY418,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY419,rotting apple compost in the wood
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY420,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY421,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY423,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY424,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY425,rotting apple compost in the wood
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY426,upper/new layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY427,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY428,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY429,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY430,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY431,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY432,soil under an appletree
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY433,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY434,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY435,rotting apple compost in the wood
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY436,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY437,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY438,rotting apple compost in the wood
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY439,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY440,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY441,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY442,rotting apple compost in the wood
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY443,upper/new layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY444,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY445,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY446,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY447,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY448,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY449,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY450,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY451,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY452,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY453,rotting apple compost in the wood
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY454,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY455,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY456,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY457,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY458,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY459,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY460,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY461,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY462,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY463,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY467,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY468,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY469,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY470,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY471,rotting apple
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY472,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY473,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY474,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY475,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY476,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY477,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY478,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY479,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY480,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY481,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY482,compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY483,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY484,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY486,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY487,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY488,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY489,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY490,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY491,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY492,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY493,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY494,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY495,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY496,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY497,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY498,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY499,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY500,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY501,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY502,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY503,rotting apple compost in the wood
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY504,compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden in Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY505,compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY506,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY507,lower/old layer of a compost heap
Warwick L. Nicholas,Urban garden,51.46,-2.6,"Bristol, Great Britain",Caenorhabditis elegans,N2,mushroom compost
NA,,,,,Caenorhabditis elegans,N2 (ancestral),
NA,,,,,Caenorhabditis elegans,N2 Male,
NA,,47.21,7.53,"Solothurn, Switzerland",Caenorhabditis briggsae,NIC5,torring fruit
NA,,-21.02,55.54,"La Reunion, France",Caenorhabditis briggsae,NIC17,fruit
NA,,25.16,121.55,"Yangmingshan, Taiwan",Caenorhabditis briggsae,NIC19,fruit
Christian Braendle,Forest,4.08788,-52.68,"Nouragues, French Guiana",Caenorhabditis brenneri,NIC42,"rotting fruit, Ficus"
NA,,4.08,52.68,"French Guiana, France",Caenorhabditis briggsae,NIC88,fruit
NA,,4.09,52.67,"French Guiana, France",Caenorhabditis briggsae,NIC106,fruit
NA,,4.09,52.67,"French Guiana, France",Caenorhabditis briggsae,NIC107,fruit
NA,,4.09,52.67,"French Guiana, France",Caenorhabditis briggsae,NIC108,fruit
NA,,16.95,-16.57,"Guadeloupe, France",Caenorhabditis briggsae,NIC115,rotting fruit
NA,,,,"Hunan, Anhui, China",Necator americanus,N_americanus_Anhui_isolate,Golden Syrian Hamster
NA,Forest,,,Cameroon rain forest,Onchocerca volvulus,O_volvulus_Cameroon_isolate,
NA,,,,"Brazil, South America",Haemonchus contortus,PAR001,Sheep
Scott Baird,,,,"Ward's Biological Supply, A",Caenorhabditis elegans,PB303,"live arthropod, Porcellio scaber"
Scott Baird,,,,"Connecticut Valley Biological Supply, A",Caenorhabditis elegans,PB306,"live arthropod, Porcellio scaber"
NA,,,,,Unknown species,PG-1,
NA,,,,,Unknown species,PG-2,
NA,,,,,Unknown species,PG-3,
NA,,,,,Pristionchus pacificus,PS312,
NA,,,,,Panagrolaimus sp.,PS443,
NA,,,,,Acrobeles sp.,PS1156,
NA,,,,,Panagrellus redivivus,PS1163,
NA,,,,,Panagrolaimus sp.,PS1850,
John DeModena,Urban garden,34.19,-118.13,"Altadena, USA",Caenorhabditis elegans,PS2025,
NA,,,,,Panagrellus redivivus,PS2298,
NA,Forest,44.96,-124.02,"Lincoln City, USA",Caenorhabditis elegans,PX174,soil
NA,,,,,Caenorhabditis elegans,PX176,
NA,,44.05,-123.11,"Eugene, USA",Caenorhabditis elegans,PX178,live arthropod
NA,,44.05,-123.11,"Eugene, USA",Caenorhabditis elegans,PX179,live arthropod
NA,,40.73,-74.07,"Jersey City, New Jersey",Caenorhabditis briggsae,QG106,rotten tomato
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG107,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG108,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG109,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG110,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG111,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG112,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG113,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG114,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG115,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG116,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG117,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG118,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG119,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG120,"rotting fruit, tomato"
Matthew Rockman,Urban garden,40.7254,-74.045,"Jersey City, New Jersey",Caenorhabditis briggsae,QG121,"rotting fruit, tomato"
Matthew Rockman,Rural garden,22.2022,-159.511,"Kauai, Hawaii",Caenorhabditis kamaaina,QG122,"rotting flower, Hibiscus"
Matthew Rockman,Rural garden,22.2065,-159.498,"Kauai, Hawaii",Caenorhabditis sp. 15,QG123,rotting flower
Matthew Rockman,Forest,22.2202,-159.583,"Kauai, Hawaii",Caenorhabditis briggsae,QG128,rotting fruit
Matthew Rockman,Forest,22.2202,-159.583,"Kauai, Hawaii",Caenorhabditis briggsae,QG129,rotting fruit
Matthew Rockman,Forest,22.2202,-159.583,"Kauai, Hawaii",Caenorhabditis briggsae,QG130,rotting fruit
Matthew Rockman,Forest,22.2296,-159.477,"Kauai, Hawaii",Caenorhabditis tropicalis,QG131,"rotting fruit, Pandanus"
Matthew Rockman,Forest,22.0804,-159.412,"Kauai, Hawaii",Caenorhabditis briggsae,QG132,rotting fruit
Matthew Rockman,Rural garden,22.2065,-159.498,"Kauai, Hawaii",Caenorhabditis briggsae,QG133,rotting flower
Audrey Chang,Urban garden,40.873,-73.927,"New York, New York",Caenorhabditis remanei,QG147,millipede
NA,,45.28,73.45,"Montreal, Quebec, Canada",Caenorhabditis briggsae,QR24,garden soil
NA,,45.28,73.45,"Montreal, Quebec, Canada",Caenorhabditis elegans,QR25,garden soil
Matthew Rockman,Urban garden,40.7187,-74.0466,"Jersey City, New Jersey, USA",Caenorhabditis sp. 8,QX1182,"rotting fruit, tomato"
Matthew Rockman,Urban garden,37.7502,-122.433,"San Francisco, California",Caenorhabditis elegans,QX1211,soil under rotting orange
Matthew Rockman,Urban garden,37.7502,-122.433,"San Francisco, California",Caenorhabditis elegans,QX1212,soil under rotting orange
Matthew Rockman,Urban garden,37.7502,-122.433,"San Francisco, California",Caenorhabditis elegans,QX1213,soil under rotting orange
Matthew Rockman,Urban garden,37.7502,-122.433,"San Francisco, California",Caenorhabditis elegans,QX1214,soil under rotting orange
Matthew Rockman,Urban garden,37.7502,-122.433,"San Francisco, California",Caenorhabditis elegans,QX1215,soil under rotting orange
Matthew Rockman,Urban garden,37.7502,-122.433,"San Francisco, California",Caenorhabditis elegans,QX1216,soil under rotting orange
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1217,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1218,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1219,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1220,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1221,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1222,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1223,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1224,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1225,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1226,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1227,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1228,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1229,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1230,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1231,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, California",Caenorhabditis elegans,QX1232,compost heap
Matthew Rockman,Urban garden,37.8804,-122.284,"Berkeley, USA",Caenorhabditis elegans,QX1233,compost heap
NA,,13.48,61.02,St. Lucia,Ceanorhabditis briggsae,QX1410,rotting flower
NA,,38.53,92.53,"Pilot Grove, MO, USA",Ceanorhabditis briggsae,QX1414,rotten tomato and associated soil
NA,,39.97,-82.99,"Columbus, Ohio",Caenorhabditis briggsae,QX1545,rotten vegetable
NA,,35.97,-83.92,"Knoxville, Tennessee",Caenorhabditis briggsae,QX1547,rotting fruit
